,PrimaryKey,Species,ScientificName,percent
9319,1807121354439412018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9320,1807121354439412018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9323,1806281410174392018-09-01,GUSA2,Gutierrezia sarothrae,4
9324,1806281410174392018-09-01,GUSA2,Gutierrezia sarothrae,4
9325,18072610595488742018-09-01,GUSA2,Gutierrezia sarothrae,2
9326,18072610595488742018-09-01,GUSA2,Gutierrezia sarothrae,2
9327,18080208244626472018-09-01,GUSA2,Gutierrezia sarothrae,6
9328,18080208244626472018-09-01,GUSA2,Gutierrezia sarothrae,6
9333,18080215204592992018-09-01,GUSA2,Gutierrezia sarothrae,8.666666667
9334,18080215204592992018-09-01,GUSA2,Gutierrezia sarothrae,8.666666667
9335,18080214335172282018-09-01,GUSA2,Gutierrezia sarothrae,2
9336,18080214335172282018-09-01,GUSA2,Gutierrezia sarothrae,2
9345,18082311161867972018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9346,18082311161867972018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9347,18092714524658532018-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9348,18092714524658532018-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9349,1810021102516862018-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9350,1810021102516862018-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9353,18100213334337972018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9354,18100213334337972018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9357,18100407485041802018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9358,18100407485041802018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9359,18100409520156482018-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9360,18100409520156482018-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9363,18100914331784842018-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9364,18100914331784842018-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9365,18100915421889522018-09-01,GUSA2,Gutierrezia sarothrae,13.33333333
9366,18100915421889522018-09-01,GUSA2,Gutierrezia sarothrae,13.33333333
9369,18101014023771522018-09-01,GUSA2,Gutierrezia sarothrae,4
9370,18101014023771522018-09-01,GUSA2,Gutierrezia sarothrae,4
9371,18101013161736412018-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9372,18101013161736412018-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9373,1810101513205242018-09-01,GUSA2,Gutierrezia sarothrae,6
9374,1810101513205242018-09-01,GUSA2,Gutierrezia sarothrae,6
9375,18101016075140042018-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9376,18101016075140042018-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9377,18101108232193122018-09-01,GUSA2,Gutierrezia sarothrae,20
9378,18101108232193122018-09-01,GUSA2,Gutierrezia sarothrae,20
9381,18101110211574652018-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
9382,18101110211574652018-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
9385,18101109484841432018-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9386,18101109484841432018-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9397,1810171345566192018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9398,1810171345566192018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9399,18101716311012712018-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9400,18101716311012712018-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9403,18102206570034922018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9404,18102206570034922018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9405,1807050859008522018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9406,1807050859008522018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9407,1807051148328472018-09-01,GUSA2,Gutierrezia sarothrae,8
9408,1807051148328472018-09-01,GUSA2,Gutierrezia sarothrae,8
9409,18070508582961822018-09-01,GUSA2,Gutierrezia sarothrae,26
9410,18070508582961822018-09-01,GUSA2,Gutierrezia sarothrae,26
9411,18071208530663702018-09-01,GUSA2,Gutierrezia sarothrae,4.666666667
9412,18071208530663702018-09-01,GUSA2,Gutierrezia sarothrae,4.666666667
9415,18071212365681142018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9416,18071212365681142018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9419,1807191054474052018-09-01,GUSA2,Gutierrezia sarothrae,12
9420,1807191054474052018-09-01,GUSA2,Gutierrezia sarothrae,12
9421,18071913050993552018-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
9422,18071913050993552018-09-01,GUSA2,Gutierrezia sarothrae,3.333333333
9423,1808040958089242018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9424,1808040958089242018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9429,18080512512118632018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9430,18080512512118632018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9435,18062108293164212018-09-01,GUSA2,Gutierrezia sarothrae,2
9436,18062108293164212018-09-01,GUSA2,Gutierrezia sarothrae,2
9437,18062108303329702018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9438,18062108303329702018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9439,18062108312837382018-09-01,GUSA2,Gutierrezia sarothrae,8.666666667
9440,18062108312837382018-09-01,GUSA2,Gutierrezia sarothrae,8.666666667
9441,18062808284271532018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9442,18062808284271532018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9443,18062809582277642018-09-01,GUSA2,Gutierrezia sarothrae,2
9444,18062809582277642018-09-01,GUSA2,Gutierrezia sarothrae,2
9445,18071211430890862018-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9446,18071211430890862018-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9449,18071909041379302018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9450,18071909041379302018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9451,18071912124214552018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9452,18071912124214552018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9453,18060811104815092018-09-01,GUSA2,Gutierrezia sarothrae,12
9454,18060811104815092018-09-01,GUSA2,Gutierrezia sarothrae,12
9455,18060813064099802018-09-01,GUSA2,Gutierrezia sarothrae,4.666666667
9456,18060813064099802018-09-01,GUSA2,Gutierrezia sarothrae,4.666666667
9457,18061408452167622018-09-01,GUSA2,Gutierrezia sarothrae,2
9458,18061408452167622018-09-01,GUSA2,Gutierrezia sarothrae,2
9461,18061413592177882018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9462,18061413592177882018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9463,18081814154945012018-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9464,18081814154945012018-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9465,18081907584148492018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9466,18081907584148492018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9467,18081813385738672018-09-01,GUSA2,Gutierrezia sarothrae,7.333333333
9468,18081813385738672018-09-01,GUSA2,Gutierrezia sarothrae,7.333333333
9469,18081815590789252018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9470,18081815590789252018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9473,18080410314180252018-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9474,18080410314180252018-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9477,18080607175792632018-09-01,GUSA2,Gutierrezia sarothrae,2
9478,18080607175792632018-09-01,GUSA2,Gutierrezia sarothrae,2
9483,18080508430046632018-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9484,18080508430046632018-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9485,18080511551982992018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9486,18080511551982992018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9487,18062812362039122018-09-01,GUSA2,Gutierrezia sarothrae,4.666666667
9488,18062812362039122018-09-01,GUSA2,Gutierrezia sarothrae,4.666666667
9489,18062813445933872018-09-01,GUSA2,Gutierrezia sarothrae,10
9490,18062813445933872018-09-01,GUSA2,Gutierrezia sarothrae,10
9493,18080610221599152018-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9494,18080610221599152018-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9495,18100114411471642018-09-01,GUSA2,Gutierrezia sarothrae,14
9496,18100114411471642018-09-01,GUSA2,Gutierrezia sarothrae,14
9497,18092113475272922018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9498,18092113475272922018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9499,18092113525731502018-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9500,18092113525731502018-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9503,18092008195453402018-09-01,GUSA2,Gutierrezia sarothrae,4
9504,18092008195453402018-09-01,GUSA2,Gutierrezia sarothrae,4
9505,18092113545083752018-09-01,GUSA2,Gutierrezia sarothrae,2
9506,18092113545083752018-09-01,GUSA2,Gutierrezia sarothrae,2
9507,18092113533378502018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9508,18092113533378502018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9511,18081808334326992018-09-01,GUSA2,Gutierrezia sarothrae,4.666666667
9512,18081808334326992018-09-01,GUSA2,Gutierrezia sarothrae,4.666666667
9513,18082813084113972018-09-01,GUSA2,Gutierrezia sarothrae,6
9514,18082813084113972018-09-01,GUSA2,Gutierrezia sarothrae,6
9519,1808281337016232018-09-01,GUSA2,Gutierrezia sarothrae,4.666666667
9520,1808281337016232018-09-01,GUSA2,Gutierrezia sarothrae,4.666666667
9521,18083113454488322018-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9522,18083113454488322018-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9527,18092113473283092018-09-01,GUSA2,Gutierrezia sarothrae,2
9528,18092113473283092018-09-01,GUSA2,Gutierrezia sarothrae,2
9531,18092113464295362018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9532,18092113464295362018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9533,18092113462555692018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9534,18092113462555692018-09-01,GUSA2,Gutierrezia sarothrae,0.6666666667
9543,18092113470127642018-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9544,18092113470127642018-09-01,GUSA2,Gutierrezia sarothrae,2.666666667
9545,1809211349192882018-09-01,GUSA2,Gutierrezia sarothrae,4
9546,1809211349192882018-09-01,GUSA2,Gutierrezia sarothrae,4
9547,18092113443543742018-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9548,18092113443543742018-09-01,GUSA2,Gutierrezia sarothrae,1.333333333
9551,20163515200106B1,GUSA2,Gutierrezia sarothrae,2.380952381
9552,20163515200106B1,GUSA2,Gutierrezia sarothrae,2.380952381
9563,2016355200410B1,GUSA2,Gutierrezia sarothrae,0.9803921569
9564,2016355200410B1,GUSA2,Gutierrezia sarothrae,0.9803921569
9569,2016355200813B1,GUSA2,Gutierrezia sarothrae,3.921568627
9570,2016355200813B1,GUSA2,Gutierrezia sarothrae,3.921568627
9571,20163527200815B1,GUSA2,Gutierrezia sarothrae,2.941176471
9572,20163527200815B1,GUSA2,Gutierrezia sarothrae,2.941176471
9577,20163535201019B1,GUSA2,Gutierrezia sarothrae,0.9803921569
9578,20163535201019B1,GUSA2,Gutierrezia sarothrae,0.9803921569
9587,20163513201320B1,GUSA2,Gutierrezia sarothrae,4.901960784
9588,20163513201320B1,GUSA2,Gutierrezia sarothrae,4.901960784
9591,20163529201413B1,GUSA2,Gutierrezia sarothrae,1.960784314
9592,20163529201413B1,GUSA2,Gutierrezia sarothrae,1.960784314
9595,20163513201505B1,GUSA2,Gutierrezia sarothrae,1.960784314
9596,20163513201505B1,GUSA2,Gutierrezia sarothrae,1.960784314
9603,20163515201719B1,GUSA2,Gutierrezia sarothrae,2.941176471
9604,20163515201719B1,GUSA2,Gutierrezia sarothrae,2.941176471
9607,2016355201813B1,GUSA2,Gutierrezia sarothrae,0.9803921569
9608,2016355201813B1,GUSA2,Gutierrezia sarothrae,0.9803921569
9619,20163543202203B1,GUSA2,Gutierrezia sarothrae,7.843137255
9620,20163543202203B1,GUSA2,Gutierrezia sarothrae,7.843137255
9623,20163539202312B1,GUSA2,Gutierrezia sarothrae,6.862745098
9624,20163539202312B1,GUSA2,Gutierrezia sarothrae,6.862745098
9629,20163531202507B1,GUSA2,Gutierrezia sarothrae,2.941176471
9630,20163531202507B1,GUSA2,Gutierrezia sarothrae,2.941176471
9633,20163525200104B2,GUSA2,Gutierrezia sarothrae,12.74509804
9634,20163525200104B2,GUSA2,Gutierrezia sarothrae,12.74509804
9635,20163515200106B2,GUSA2,Gutierrezia sarothrae,0.9803921569
9636,20163515200106B2,GUSA2,Gutierrezia sarothrae,0.9803921569
9637,20163523200205B2,GUSA2,Gutierrezia sarothrae,1.960784314
9638,20163523200205B2,GUSA2,Gutierrezia sarothrae,1.960784314
9647,2016355200410B2,GUSA2,Gutierrezia sarothrae,1.960784314
9648,2016355200410B2,GUSA2,Gutierrezia sarothrae,1.960784314
9655,2016355200813B2,GUSA2,Gutierrezia sarothrae,3.921568627
9656,2016355200813B2,GUSA2,Gutierrezia sarothrae,3.921568627
9657,20163527200812B2,GUSA2,Gutierrezia sarothrae,11.76470588
9658,20163527200812B2,GUSA2,Gutierrezia sarothrae,11.76470588
9661,2016355200920B2,GUSA2,Gutierrezia sarothrae,0.9803921569
9662,2016355200920B2,GUSA2,Gutierrezia sarothrae,0.9803921569
9663,20163535201006B2,GUSA2,Gutierrezia sarothrae,10.78431373
9664,20163535201006B2,GUSA2,Gutierrezia sarothrae,10.78431373
9671,20163535201113B2,GUSA2,Gutierrezia sarothrae,0.9803921569
9672,20163535201113B2,GUSA2,Gutierrezia sarothrae,0.9803921569
9673,20163517201220B2,GUSA2,Gutierrezia sarothrae,0.9803921569
9674,20163517201220B2,GUSA2,Gutierrezia sarothrae,0.9803921569
9677,20163513201320B2,GUSA2,Gutierrezia sarothrae,0.9803921569
9678,20163513201320B2,GUSA2,Gutierrezia sarothrae,0.9803921569
9685,20163513201505B2,GUSA2,Gutierrezia sarothrae,0.9803921569
9686,20163513201505B2,GUSA2,Gutierrezia sarothrae,0.9803921569
9695,2016355201811B2,GUSA2,Gutierrezia sarothrae,0.9803921569
9696,2016355201811B2,GUSA2,Gutierrezia sarothrae,0.9803921569
9709,20163543202203B2,GUSA2,Gutierrezia sarothrae,0.9803921569
9710,20163543202203B2,GUSA2,Gutierrezia sarothrae,0.9803921569
9717,20163543202503B2,GUSA2,Gutierrezia sarothrae,2.941176471
9718,20163543202503B2,GUSA2,Gutierrezia sarothrae,2.941176471
9721,20163539202604B2,GUSA2,Gutierrezia sarothrae,0.9803921569
9722,20163539202604B2,GUSA2,Gutierrezia sarothrae,0.9803921569
9725,20163527200812B3,GUSA2,Gutierrezia sarothrae,15.68627451
9726,20163527200812B3,GUSA2,Gutierrezia sarothrae,15.68627451
9727,20163543202503B3,GUSA2,Gutierrezia sarothrae,2.941176471
9728,20163543202503B3,GUSA2,Gutierrezia sarothrae,2.941176471
9737,20153515200401B1,GUSA2,Gutierrezia sarothrae,2.941176471
9738,20153515200401B1,GUSA2,Gutierrezia sarothrae,2.941176471
9739,20153523200218B1,GUSA2,Gutierrezia sarothrae,2.941176471
9740,20153523200218B1,GUSA2,Gutierrezia sarothrae,2.941176471
9741,2015355200403B1,GUSA2,Gutierrezia sarothrae,0.9803921569
9742,2015355200403B1,GUSA2,Gutierrezia sarothrae,0.9803921569
9745,20153535200515B1,GUSA2,Gutierrezia sarothrae,0.9803921569
9746,20153535200515B1,GUSA2,Gutierrezia sarothrae,0.9803921569
9751,2015355200808B1,GUSA2,Gutierrezia sarothrae,0.9803921569
9752,2015355200808B1,GUSA2,Gutierrezia sarothrae,0.9803921569
9753,20153515200901B1,GUSA2,Gutierrezia sarothrae,2.941176471
9754,20153515200901B1,GUSA2,Gutierrezia sarothrae,2.941176471
9757,20153535201001B1,GUSA2,Gutierrezia sarothrae,0.9803921569
9758,20153535201001B1,GUSA2,Gutierrezia sarothrae,0.9803921569
9763,20153513201411B1,GUSA2,Gutierrezia sarothrae,3.921568627
9764,20153513201411B1,GUSA2,Gutierrezia sarothrae,3.921568627
9767,20153541201815B1,GUSA2,Gutierrezia sarothrae,8.823529412
9768,20153541201815B1,GUSA2,Gutierrezia sarothrae,8.823529412
9801,20153523200218B2,GUSA2,Gutierrezia sarothrae,1.960784314
9802,20153523200218B2,GUSA2,Gutierrezia sarothrae,1.960784314
9803,20153517200306B2,GUSA2,Gutierrezia sarothrae,0.9803921569
9804,20153517200306B2,GUSA2,Gutierrezia sarothrae,0.9803921569
9813,20153535200515B2,GUSA2,Gutierrezia sarothrae,0.9803921569
9814,20153535200515B2,GUSA2,Gutierrezia sarothrae,0.9803921569
9823,20153515200916B2,GUSA2,Gutierrezia sarothrae,0.9803921569
9824,20153515200916B2,GUSA2,Gutierrezia sarothrae,0.9803921569
9825,20153535201001B2,GUSA2,Gutierrezia sarothrae,0.9803921569
9826,20153535201001B2,GUSA2,Gutierrezia sarothrae,0.9803921569
9831,20153513201411B2,GUSA2,Gutierrezia sarothrae,2.941176471
9832,20153513201411B2,GUSA2,Gutierrezia sarothrae,2.941176471
9843,20153525201718B2,GUSA2,Gutierrezia sarothrae,1.960784314
9844,20153525201718B2,GUSA2,Gutierrezia sarothrae,1.960784314
9847,20153541201815B2,GUSA2,Gutierrezia sarothrae,2.941176471
9848,20153541201815B2,GUSA2,Gutierrezia sarothrae,2.941176471
9861,20153555202307B2,GUSA2,Gutierrezia sarothrae,9.803921569
9862,20153555202307B2,GUSA2,Gutierrezia sarothrae,9.803921569
9875,20153539202313B3,GUSA2,Gutierrezia sarothrae,0.9803921569
9876,20153539202313B3,GUSA2,Gutierrezia sarothrae,0.9803921569
9899,2014353200618B1,GUSA2,Gutierrezia sarothrae,3.921568627
9900,2014353200618B1,GUSA2,Gutierrezia sarothrae,3.921568627
9905,2014355200803B1,GUSA2,Gutierrezia sarothrae,0.9803921569
9906,2014355200803B1,GUSA2,Gutierrezia sarothrae,0.9803921569
9907,2014355200907B1,GUSA2,Gutierrezia sarothrae,0.9803921569
9908,2014355200907B1,GUSA2,Gutierrezia sarothrae,0.9803921569
9933,20143525201708B1,GUSA2,Gutierrezia sarothrae,1.960784314
9934,20143525201708B1,GUSA2,Gutierrezia sarothrae,1.960784314
9935,2014355201807B1,GUSA2,Gutierrezia sarothrae,2.941176471
9936,2014355201807B1,GUSA2,Gutierrezia sarothrae,2.941176471
9939,20143553202013B1,GUSA2,Gutierrezia sarothrae,0.9803921569
9940,20143553202013B1,GUSA2,Gutierrezia sarothrae,0.9803921569
10003,20143525201708B2,GUSA2,Gutierrezia sarothrae,0.9803921569
10004,20143525201708B2,GUSA2,Gutierrezia sarothrae,0.9803921569
10033,20113513030101O1,GUSA2,Gutierrezia sarothrae,6.862745098
10034,20113513030101O1,GUSA2,Gutierrezia sarothrae,6.862745098
10041,20113555120501R2,GUSA2,Gutierrezia sarothrae,0.9803921569
10042,20113555120501R2,GUSA2,Gutierrezia sarothrae,0.9803921569
10043,2011353120401O1,GUSA2,Gutierrezia sarothrae,12.74509804
10044,2011353120401O1,GUSA2,Gutierrezia sarothrae,12.74509804
10045,2011355081101P3,GUSA2,Gutierrezia sarothrae,0.9803921569
10046,2011355081101P3,GUSA2,Gutierrezia sarothrae,0.9803921569
10065,20123535061001O2,GUSA2,Gutierrezia sarothrae,0.9803921569
10066,20123535061001O2,GUSA2,Gutierrezia sarothrae,0.9803921569
10069,20113553071201O2,GUSA2,Gutierrezia sarothrae,9.803921569
10070,20113553071201O2,GUSA2,Gutierrezia sarothrae,9.803921569
10075,20113529030501R3,GUSA2,Gutierrezia sarothrae,0.9803921569
10076,20113529030501R3,GUSA2,Gutierrezia sarothrae,0.9803921569
10079,20113513050201O2,GUSA2,Gutierrezia sarothrae,15.68627451
10080,20113513050201O2,GUSA2,Gutierrezia sarothrae,15.68627451
10081,20113529010901O2,GUSA2,Gutierrezia sarothrae,3.921568627
10082,20113529010901O2,GUSA2,Gutierrezia sarothrae,3.921568627
10083,20113529010901O3,GUSA2,Gutierrezia sarothrae,14.45783133
10084,20113529010901O3,GUSA2,Gutierrezia sarothrae,14.45783133
10087,20113513080101R2,GUSA2,Gutierrezia sarothrae,2.941176471
10088,20113513080101R2,GUSA2,Gutierrezia sarothrae,2.941176471
10097,20113525010301O1,GUSA2,Gutierrezia sarothrae,6.862745098
10098,20113525010301O1,GUSA2,Gutierrezia sarothrae,6.862745098
10099,20113525010301O2,GUSA2,Gutierrezia sarothrae,9.803921569
10100,20113525010301O2,GUSA2,Gutierrezia sarothrae,9.803921569
10101,2011355061301P1,GUSA2,Gutierrezia sarothrae,7.843137255
10102,2011355061301P1,GUSA2,Gutierrezia sarothrae,7.843137255
10105,20113523080501O1,GUSA2,Gutierrezia sarothrae,0.9803921569
10106,20113523080501O1,GUSA2,Gutierrezia sarothrae,0.9803921569
10107,20113523080501O2,GUSA2,Gutierrezia sarothrae,5.882352941
10108,20113523080501O2,GUSA2,Gutierrezia sarothrae,5.882352941
10109,20113529100601O2,GUSA2,Gutierrezia sarothrae,0.9803921569
10110,20113529100601O2,GUSA2,Gutierrezia sarothrae,0.9803921569
10115,2011355010501P2,GUSA2,Gutierrezia sarothrae,1.960784314
10116,2011355010501P2,GUSA2,Gutierrezia sarothrae,1.960784314
10117,2011355010501P1,GUSA2,Gutierrezia sarothrae,1.960784314
10118,2011355010501P1,GUSA2,Gutierrezia sarothrae,1.960784314
10123,20113515100801O2,GUSA2,Gutierrezia sarothrae,2.941176471
10124,20113515100801O2,GUSA2,Gutierrezia sarothrae,2.941176471
